Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22
44,0.05,0.0468539346470761,0.0317310390028152,0.00244326256137215,6.03568952407262e-05,1.19778822891693e-06,4.79737506645691e-08,2.38884407259948e-08,2.0612409694993e-08,1.96905915883492e-08,1.94383551002507e-08,1.93712329503212e-08,1.93533283009259e-08,1.93493789450205e-08,1.93487092968773e-08,1.93489432112411e-08,1.93494301359528e-08,1.93499938905264e-08,1.93505867478445e-08,1.93511945721599e-08,1.93518255027517e-08,2.23400082762756e-07
45,0.05,0.0470283064902111,0.0326243265961436,0.00283394962112947,7.17195539929546e-05,1.45211646266136e-06,5.31466762998955e-08,2.44315580594382e-08,2.07716516811494e-08,1.97358322854898e-08,1.94507814456612e-08,1.93746683202425e-08,1.93541786267411e-08,1.93496110330578e-08,1.93487722789521e-08,1.93489598037386e-08,1.93494343513608e-08,1.93499947988487e-08,1.93505867432615e-08,1.93511942818607e-08,1.93518253075634e-08,2.23400082568071e-07
46,0.05,0.0471930662502592,0.0334771127384196,0.00326843737542149,8.47331950313746e-05,1.75301002967047e-06,5.93503215575978e-08,2.5052839062281e-08,2.09535759796505e-08,1.97875416604305e-08,1.94649671434725e-08,1.93785796234171e-08,1.93551543892697e-08,1.93498750547651e-08,1.93488443194475e-08,1.9348978967451e-08,1.93494393574582e-08,1.93499959976098e-08,1.93505868707767e-08,1.93511940562716e-08,1.9351825132637e-08,2.23400082394106e-07
47,0.05,0.0473487635120433,0.0342924839973818,0.00375390952510562,9.96512702264486e-05,2.10773688792598e-06,6.67393435661101e-08,2.57556763876644e-08,2.1159724602107e-08,1.98463365430842e-08,1.94811031698531e-08,1.93830240485232e-08,1.93562702161573e-08,1.93501743701364e-08,1.934892622514e-08,1.93490007291189e-08,1.93494449971772e-08,1.93499973193842e-08,1.9350586999581e-08,1.93511938143162e-08,1.93518249505616e-08,2.23400082213485e-07
48,0.05,0.0474959113320585,0.0350728170384578,0.00429911014491047,0.000116794435229862,2.52547953106589e-06,7.55260292918163e-08,2.65457202061836e-08,2.13922236883891e-08,1.99130103246672e-08,1.94994276598649e-08,1.93880719506359e-08,1.93575424965693e-08,1.93505132269123e-08,1.93490193138837e-08,1.93490254546062e-08,1.9349451368846e-08,1.93499987898335e-08,1.93505871361108e-08,1.93511935574833e-08,1.93518247616119e-08,2.23400082026901e-07
49,0.05,0.0476349839426932,0.0358197892487352,0.00491416077177327,0.000136543038195348,3.01718877175402e-06,8.59771565483621e-08,2.74288794466478e-08,2.16532576727757e-08,1.99884190347973e-08,1.95202026643347e-08,1.93937740691099e-08,1.93590160234235e-08,1.93508970700921e-08,1.93491250291193e-08,1.93490535820395e-08,1.93494586066519e-08,1.93500004565201e-08,1.93505873008948e-08,1.9351193295451e-08,1.93518245687832e-08,2.23400081837341e-07
50,0.05,0.0477664205275603,0.036534653396449,0.00561063303332931,0.000159344936889756,3.59579910481571e-06,9.84192361743256e-08,2.84114116015855e-08,2.19451368154008e-08,2.00735030433732e-08,1.95437199900044e-08,1.94000828571598e-08,1.93608413265056e-08,1.93513351515265e-08,1.93492447064955e-08,1.93490855851297e-08,1.93494668541218e-08,1.93500023661267e-08,1.93505875119535e-08,1.93511930360085e-08,1.93518243744024e-08,2.23400081647103e-07
51,0.05,0.0478906355620713,0.037218491993424,0.00640147338203765,0.000185716319297269,4.27632587658016e-06,1.13239514190177e-07,2.94999181574658e-08,2.22703757781749e-08,2.01693035532556e-08,1.95703036100898e-08,1.94070812535672e-08,1.93630538549609e-08,1.93518348023296e-08,1.93493800858115e-08,1.9349121989628e-08,1.93494762612298e-08,1.93500045629086e-08,1.93505877837193e-08,1.93511927844059e-08,1.93518241799104e-08,2.23400081459667e-07
52,0.05,0.0480080203842896,0.0378723108776661,0.00730157526278863,0.000216262363722949,5.07649079074992e-06,1.30905566393253e-07,3.07018189335177e-08,2.2632025052168e-08,2.02770420443851e-08,1.96003259680279e-08,1.94151434626388e-08,1.93654244319574e-08,1.93523959668554e-08,1.9349533847043e-08,1.93491634179709e-08,1.93494869960447e-08,1.93500070967036e-08,1.9350588132459e-08,1.93511925465538e-08,1.93518239869284e-08,2.2340008127701e-07
53,0.05,0.0481189443827486,0.0384971266464536,0.00832775077553401,0.000251677718692646,6.01689217729134e-06,1.51972296660438e-07,3.20247234692055e-08,2.3034044695212e-08,2.03982266904987e-08,1.96342382739807e-08,1.9424368438692e-08,1.93680142424324e-08,1.93530277799436e-08,1.93497083258164e-08,1.93492105510454e-08,1.93494992501766e-08,1.93500100231937e-08,1.93505885757949e-08,1.93511923286262e-08,1.93518237971155e-08,2.23400081099617e-07
54,0.05,0.0482237599366766,0.0390940010740823,0.00949781261845085,0.000292714104910441,7.12045125500384e-06,1.77074400883098e-07,3.34752040338439e-08,2.34814124178942e-08,2.05346900638176e-08,1.96725795178198e-08,1.94348417546012e-08,1.93709225679766e-08,1.93537433371155e-08,1.93499060425238e-08,1.93492641482234e-08,1.93495132379505e-08,1.9350013403362e-08,1.93505891322456e-08,1.93511921367688e-08,1.93518236120694e-08,2.23400080927127e-07
55,0.05,0.0483228012098015,0.0396640635228206,0.0108307834746439,0.000340174590308996,8.41266161471209e-06,2.0694637895363e-07,3.5058227424084e-08,2.39802760521905e-08,2.0688673966965e-08,1.97160032986982e-08,1.94467238630169e-08,1.93742106520994e-08,1.93545576247814e-08,1.93501300205743e-08,1.93493250873282e-08,1.93495292043491e-08,1.93500173061359e-08,1.93505898223101e-08,1.93511919775931e-08,1.93518234334775e-08,2.23400080753572e-07
56,0.05,0.0484163860244865,0.0402085190758088,0.0123464548115798,0.000394884831580374,9.92077820832475e-06,2.42398875558269e-07,3.67778218838156e-08,2.45372548609404e-08,2.08627323868922e-08,1.97652707472247e-08,1.94602160809426e-08,1.9377936695337e-08,1.93554878782611e-08,1.93503837707383e-08,1.93493943673132e-08,1.93495474243979e-08,1.93500218054057e-08,1.93505906658041e-08,1.93511918564679e-08,1.93518232625347e-08,2.23400080584999e-07
57,0.05,0.0485048168998306,0.040728656665272,0.0140648231578738,0.000457789073734711,1.16760104525745e-05,2.84368460062385e-07,3.86403931091254e-08,2.51580036263103e-08,2.10594529724594e-08,1.9821204916287e-08,1.94755457791136e-08,1.93821652558378e-08,1.93565514237415e-08,1.93506711988445e-08,1.93494731328044e-08,1.934956821311e-08,1.93500269861725e-08,1.93505916856432e-08,1.93511917796694e-08,1.93518231006516e-08,2.23400080424144e-07
