Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32,N33,N34,N35,N36,N37,N38,N39,N40,N41,N42
3968,0.15,0.150000087428481,0.150000299860624,0.150000579254299,0.150000943158828,0.150001397296983,0.15000193033732,0.150002519086249,0.150003142222882,0.150003786942714,0.150004446271643,0.150005115654486,0.150005791781995,0.15000647248886,0.150007156519988,0.150007842826791,0.150008530382722,0.150009219583578,0.150009912944511,0.150010609978564,0.150011300985166,0.150011979466795,0.15001267387554,0.150013457568035,0.150014480980137,0.150015259316414,0.15001556513086,0.150015550146615,0.150015104100051,0.150013582361381,0.150009794265748,0.150001535958362,0.149984896898743,0.149953243408933,0.149895836157533,0.149796097629992,0.149629584008651,0.149361611521453,0.148943616498514,0.148282215801258,0.146573898088302,0.146563872630239
3969,0.15,0.15000008702882,0.150000298522627,0.150000576772912,0.150000939383722,0.150001392242404,0.150001924215072,0.150002512171733,0.150003134702087,0.150003778905611,0.150004437766806,0.150005106716965,0.150005782436774,0.15000646274994,0.150007146394408,0.150007832321229,0.150008519499416,0.150009208305547,0.150009901246228,0.150010597897479,0.150011288619635,0.150011966780941,0.150012660368599,0.150013442635408,0.150014459471253,0.150015248542362,0.150015554787185,0.150015541545427,0.150015101788533,0.15001359434392,0.150009835923308,0.150001635872805,0.149985105447418,0.149953645352146,0.149896567570157,0.149797366918309,0.149631696778544,0.149365001420209,0.148948893456359,0.148290343201416,0.146588988105171,0.146578961314962
3970,0.15,0.150000086630985,0.150000297190284,0.150000574300911,0.150000935620547,0.150001387199937,0.150001918103222,0.150002505266284,0.15000312719047,0.150003770878623,0.150004429273245,0.150005097791957,0.150005773105408,0.150006453026327,0.150007136285637,0.150007821833993,0.150008508636058,0.150009197049296,0.150009889571404,0.150010585840778,0.150011276279376,0.150011954123991,0.150012646898908,0.150013427732834,0.150014438620958,0.150015237147211,0.150015544453098,0.150015533014632,0.150015099495008,0.150013606232788,0.150009877263749,0.150001735066945,0.149985312595949,0.149954044788899,0.149897294739264,0.149798629339216,0.149633798857881,0.149368375186129,0.14895414649841,0.148298435038373,0.146604015469798,0.146593987928869
3971,0.15,0.150000086234791,0.150000295863197,0.150000571837795,0.150000931868772,0.150001382169058,0.150001912001244,0.150002498369343,0.150003119687436,0.150003762861131,0.150004420790323,0.150005088878813,0.150005763787239,0.150006443317352,0.150007126193003,0.150007811364405,0.150008497791962,0.150009185814135,0.150009877919343,0.150010573807772,0.150011263963728,0.150011941494905,0.150012633466608,0.150013412861049,0.150014418275812,0.150015225424925,0.150015534152707,0.150015524508759,0.15001509716331,0.150013617981172,0.150009918257552,0.150001833530353,0.149985518350988,0.149954441739826,0.149898017696463,0.149799884933905,0.149635890297809,0.14937173288347,0.148959375710379,0.148306491439098,0.14661898044177,0.146608952178024
3972,0.15,0.150000085840206,0.150000294541288,0.150000569383462,0.15000092812829,0.15000137714967,0.150001905909032,0.150002491480775,0.150003112192822,0.150003754852958,0.150004412317858,0.150005079977344,0.150005754482071,0.150006433622821,0.150007116116305,0.150007800912261,0.150008486966923,0.150009174599851,0.150009866289838,0.150010561798237,0.150011251672514,0.150011928893263,0.15001262007195,0.150013398017185,0.150014398427125,0.150015213438275,0.15001552384015,0.15001551600592,0.150015094787093,0.150013629592318,0.150009958915877,0.150001931279608,0.149985722732543,0.149954836228001,0.149898736469251,0.149801133737305,0.149637971145468,0.149375074578806,0.148964581190955,0.14831451255464,0.146633883264423,0.146623854595041
3973,0.15,0.150000085447244,0.150000293224585,0.150000566937944,0.150000924399148,0.150001372141839,0.15000189982665,0.15000248460061,0.150003104706631,0.150003746854091,0.150004403855826,0.150005071087523,0.150005745189874,0.150006423942697,0.150007106055506,0.150007790477521,0.150008476160895,0.150009163406393,0.150009854682844,0.150010549812114,0.150011239405718,0.15001191631886,0.15001260671512,0.150013383199194,0.150014379042387,0.150015201227929,0.150015513505392,0.150015507501989,0.150015092366258,0.15001364106951,0.150009999246853,0.150002028327662,0.149985925757949,0.149955228275399,0.149899451085614,0.149802375785999,0.149640041450161,0.14937840034067,0.148969763039948,0.148322498535815,0.146648724179542,0.146638695767355
3974,0.15,0.150000085056014,0.150000291913322,0.150000564501549,0.1500009206817,0.150001367145954,0.150001893754495,0.150002477729222,0.150003097229204,0.150003738864848,0.150004395404531,0.150005062209637,0.150005735910924,0.150006414277248,0.150007096010868,0.150007780060445,0.150008465374135,0.150009152234018,0.150009843098626,0.150010537849655,0.150011227163636,0.150011903771898,0.150012593396046,0.150013368409289,0.150014359947514,0.150015188866743,0.150015503285217,0.150015499039555,0.150015089898555,0.150013652393749,0.150010039230612,0.150002124663689,0.149986127429953,0.149955617899367,0.149900161576963,0.149803611124719,0.149642101269955,0.149381710242881,0.148974921354975,0.148330449521932,0.146663503431195,0.146653476089257
3975,0.15,0.150000084666471,0.150000290607401,0.150000562074149,0.150000916975814,0.150001362161897,0.150001887692443,0.150002470866452,0.150003089760355,0.150003730885027,0.150004386963763,0.150005053343472,0.150005726645001,0.150006404626251,0.150007085982165,0.150007769660805,0.150008454606411,0.150009141082485,0.150009831536948,0.15001052591061,0.150011214946063,0.150011891251925,0.150012580114968,0.150013353644899,0.150014341122342,0.150015176433048,0.150015493140427,0.150015490595855,0.150015087374354,0.150013663564696,0.15001007887526,0.150002220302166,0.149986327767482,0.149956005122751,0.149900867971111,0.149804839788918,0.149644150652375,0.149385004351935,0.148980056233847,0.148338365662301,0.146678221263809,0.146668196036625
3976,0.15,0.150000084278633,0.15000028930687,0.150000559655822,0.150000913281608,0.150001357189826,0.150001881640667,0.150002464012457,0.150003082300211,0.150003722914739,0.150004378533617,0.15000504448911,0.150005717392174,0.150006394989764,0.150007075969447,0.150007759278641,0.150008443857758,0.150009129951818,0.150009819997846,0.15001051399499,0.150011202753024,0.150011878759042,0.150012566870876,0.150013338915145,0.1500143226374,0.150015163850836,0.15001548306254,0.150015482175064,0.150015084796549,0.150013674582216,0.150010118178998,0.150002315243244,0.149986526776505,0.149956389960466,0.149901570294445,0.149806061818511,0.149646189653246,0.149388282743782,0.148985167781951,0.148346247109318,0.146692877923627,0.146682855167634
3977,0.15,0.15000008389251,0.150000288011759,0.150000557246621,0.150000909599166,0.150001352229855,0.150001875599292,0.150002457167339,0.150003074848848,0.150003714954039,0.150004370114136,0.15000503564658,0.150005708152464,0.150006385367798,0.150007065972721,0.150007748913952,0.150008433128171,0.150009118842002,0.150009808481313,0.15001050210277,0.150011190584517,0.150011866293222,0.15001255366319,0.150013324225371,0.150014304511419,0.150015151100755,0.150015473052396,0.150015473779051,0.150015082164253,0.150013685443902,0.150010157140406,0.150002409489413,0.149986724465896,0.149956772429722,0.149902268574307,0.149807277252852,0.149648218326552,0.149391545491726,0.14899025610184,0.148354094013058,0.146707473656176,0.146697453371545
3978,0.15,0.15000008350807,0.150000286721986,0.150000554846433,0.150000905928369,0.150001347281883,0.150001869568222,0.150002450330982,0.150003067406123,0.150003707002773,0.150004361705156,0.15000502681571,0.150005698925687,0.150006375760159,0.150007055991785,0.150007738566531,0.150008422417432,0.150009107752815,0.150009796987119,0.150010490233739,0.150011178440287,0.150011853854197,0.15001254049188,0.150013309571258,0.150014286663292,0.150015138237272,0.150015463110971,0.150015465413911,0.150015079486484,0.150013696158009,0.150010195767284,0.15000250304881,0.149986920845452,0.149957152544333,0.149902962831568,0.149808486123517,0.149650236718869,0.149394792663076,0.148995321291721,0.148361906520373,0.146722008700773,0.146711991133757
3979,0.15,0.150000083125122,0.150000285437077,0.150000552454601,0.150000902268458,0.150001342345138,0.150001863546715,0.150002443502651,0.15000305997131,0.150003699060208,0.150004353305945,0.150005017995762,0.150005689711084,0.150006366166069,0.150007046025824,0.150007728235545,0.150008411724683,0.150009096683398,0.150009785514344,0.150010478387127,0.150011166319177,0.150011841441379,0.150012527356974,0.150013294928539,0.150014268871355,0.150015125324456,0.150015453191898,0.150015457114779,0.150015076832042,0.150013706787925,0.150010234102999,0.150002595940569,0.149987115913801,0.149957530292463,0.149903653055843,0.149809688433315,0.149652244856035,0.149398024314337,0.149000363446687,0.148369684776948,0.146736483275115,0.146726469666804
3980,0.15,0.15000008274383,0.150000284157443,0.150000550071703,0.150000898620135,0.150001337420381,0.150001857535519,0.150002436683044,0.15000305254505,0.150003691126959,0.150004344917096,0.150005009187313,0.150005680509233,0.150006356586106,0.150007036075435,0.150007717921595,0.150008401050537,0.150009085634351,0.15000977406365,0.150010466563447,0.150011154222056,0.150011829055051,0.150012514257824,0.150013280321902,0.150014251291307,0.150015112332177,0.150015443341439,0.150015448855572,0.150015074142474,0.150013717278123,0.150010272111812,0.150002688156511,0.149987309690512,0.149957905716002,0.149904339304597,0.149810884249365,0.149654242812086,0.149401240529307,0.149005382672373,0.148377428934046,0.146750897645601,0.146740888149683
3981,0.15,0.150000082364197,0.150000282883086,0.150000547697751,0.150000894983428,0.150001332507668,0.150001851534699,0.150002429872202,0.150003045127356,0.150003683203022,0.150004336538592,0.150005000390337,0.150005671320097,0.150006347020227,0.150007026140568,0.150007707624625,0.150008390394933,0.150009074605603,0.150009762634971,0.150010454762624,0.150011142148859,0.150011816695099,0.150012501194091,0.150013265753529,0.150014233905373,0.150015099273608,0.150015433563273,0.15001544063835,0.150015071417829,0.15001372762774,0.15001030979435,0.150002779701012,0.14998750218553,0.149958278832145,0.149905021604105,0.149812073609222,0.149656230638904,0.149404441379237,0.149010379069567,0.148385139140368,0.146765252056244,0.146755246696217
3982,0.15,0.150000081986222,0.15000028161401,0.150000545332755,0.150000891358367,0.150001327607057,0.150001845544318,0.150002423070165,0.150003037718241,0.15000367528839,0.150004328170416,0.150004991604807,0.150005662143639,0.150006337468384,0.150007016221172,0.150007697344577,0.150008379757807,0.150009063597084,0.150009751228242,0.150010442984582,0.150011130099525,0.150011804361407,0.150012488165438,0.150013251225605,0.150014216695776,0.150015086161921,0.15001542386108,0.150015432465173,0.150015068658152,0.150013737835915,0.150010347151238,0.150002870578449,0.149987693408797,0.149958649658083,0.149905699980639,0.149813256550441,0.149658208388366,0.149407626935378,0.149015352739057,0.148392815544611,0.146779546751053,0.146769545420227
3983,0.15,0.150000081609909,0.15000028035022,0.150000542976725,0.150000887744984,0.150001322718604,0.150001839564439,0.150002416276972,0.150003030317717,0.15000366738306,0.150004319812551,0.150004982830694,0.150005652979824,0.150006327930534,0.150007006317195,0.150007687081393,0.150008369139096,0.150009052608724,0.150009739843398,0.150010431229243,0.150011118073991,0.150011792053856,0.150012475171527,0.150013236740312,0.150014199644741,0.150015073010291,0.150015414238538,0.150015424338099,0.150015065863491,0.150013747901786,0.150010384183105,0.150002960793199,0.149987883370256,0.149959018211009,0.149906374460475,0.149814433110576,0.149660176112353,0.149410797268981,0.149020303781632,0.148400458295475,0.146793781974042,0.146783784435536
3984,0.15,0.150000081235257,0.150000279091719,0.150000540629673,0.150000884143307,0.150001317842365,0.150001833595126,0.150002409492663,0.150003022925796,0.150003659487027,0.150004311464982,0.150004974067972,0.150005643828613,0.15000631840663,0.150006996428585,0.150007676835017,0.150008358538738,0.15000904164045,0.150009728480372,0.150010419496532,0.150011106072195,0.150011779772332,0.150012462212021,0.150013222299833,0.150014182734491,0.15001505983189,0.150015404699327,0.15001541625919,0.150015063033891,0.150013757824491,0.150010420890576,0.150003050349637,0.149988072079849,0.149959384508115,0.149907045069885,0.149815603327183,0.149662133862745,0.149413952451295,0.149025232298079,0.148408067541658,0.14680795796922,0.146797963855967
3985,0.15,0.150000080862268,0.150000277838511,0.15000053829161,0.150000880553366,0.150001312978399,0.150001827636443,0.150002402717279,0.150003015542491,0.150003651600286,0.150004303127691,0.150004965316613,0.15000563468997,0.150006308896627,0.150006986555292,0.150007666605391,0.150008347956669,0.150009030692193,0.150009717139099,0.150010407786373,0.150011094094072,0.150011767516717,0.150012449286582,0.150013207906352,0.150014165947252,0.150015046639892,0.150015395247126,0.150015408230504,0.150015060169399,0.150013767603169,0.150010457274279,0.150003139252142,0.149988259547521,0.149959748566596,0.149907711835146,0.149816767237817,0.149664081691422,0.149417092553574,0.149030138389187,0.14841564343186,0.146822074980599,0.146812083795341
3986,0.15,0.150000080490943,0.150000276590599,0.150000535962545,0.150000876975192,0.15000130812676,0.150001821688454,0.15000239595086,0.150003008167814,0.150003643722832,0.150004294800663,0.150004956576591,0.150005625563858,0.15000629940048,0.150006976697263,0.150007656392457,0.150008337392828,0.150009019763882,0.150009705819514,0.150010396098689,0.150011082139561,0.150011755286896,0.150012436394873,0.15001319356205,0.150014149265247,0.150015033447469,0.150015385885614,0.150015400254101,0.150015057270062,0.150013777236956,0.15001049333484,0.150003227505088,0.149988445783213,0.149960110403642,0.14990837478253,0.149817924880033,0.149666019650263,0.149420217647066,0.149035022155745,0.148423186114779,0.14683613325219,0.146826144367481
3987,0.15,0.150000080121272,0.150000275347958,0.150000533642449,0.150000873408767,0.150001303287455,0.150001815751172,0.150002389193398,0.150003000801734,0.150003635854617,0.150004286483836,0.150004947847836,0.150005616450198,0.150006289918099,0.150006966854402,0.150007646196111,0.150008326847102,0.150009008855399,0.150009694521498,0.150010384433363,0.150011070208536,0.150011743082709,0.150012423536642,0.150013179266951,0.150014132646903,0.150015020275988,0.150015376620419,0.150015392335779,0.150015054340517,0.150013786728854,0.150010529075309,0.150003315113572,0.149988630796031,0.14996047003453,0.14990903393586,0.149819076288835,0.149667947788629,0.149423327800156,0.149039883694309,0.148430695732384,0.146850133024918,0.146840145711381
3988,0.15,0.150000079753071,0.150000274110128,0.150000531330683,0.150000869853354,0.150001298459735,0.150001809823878,0.15000238244419,0.15000299344355,0.150003627994938,0.15000427817651,0.150004939129637,0.150005607348256,0.150006280448733,0.150006957025923,0.150007636015552,0.150008316318663,0.150008997965918,0.15000968324416,0.150010372789656,0.150011058299922,0.150011730903354,0.150012410712928,0.15001316498873,0.150014115694454,0.150015007269435,0.150015367486324,0.150015384537292,0.150015051454137,0.150013796139658,0.150010564535015,0.150003402093455,0.149988814582517,0.149960827445841,0.14990968928227,0.149820221461061,0.149669866118183,0.149426423038299,0.149044723038102,0.148438172325893,0.146864074493516,0.146854088342802
3989,0.15,0.150000079386353,0.150000272877144,0.150000529027299,0.150000866309033,0.150001293643708,0.150001803906686,0.150002375703324,0.150002986093322,0.150003620143835,0.15000426987871,0.150004930422013,0.150005598258042,0.150006270992382,0.150006947211823,0.150007625850769,0.150008305807497,0.150008987095417,0.150009671987487,0.150010361167535,0.150011046413723,0.150011718748758,0.150012397923305,0.150013150731795,0.150014098414634,0.150014994432545,0.150015358485001,0.150015376856848,0.150015048606238,0.15001380546453,0.15001059971209,0.150003488448372,0.149988997153478,0.149961182656742,0.14991034085056,0.149821360436891,0.149671774693399,0.149429503435702,0.149049540292269,0.148445616050939,0.146877957905176,0.146867972349641
3990,0.15,0.150000079021147,0.150000271649068,0.150000526732381,0.15000086277591,0.15000128883951,0.15000179799975,0.15000236897094,0.150002978751168,0.150003612301416,0.150004261590539,0.150004921725053,0.150005589179635,0.150006261549115,0.150006937412158,0.150007615701808,0.150008295313637,0.150008976243918,0.150009660751496,0.150010349567021,0.150011034549906,0.150011706619077,0.150012385166817,0.150013136504376,0.150014080970098,0.150014981655508,0.150015349563129,0.150015369268953,0.150015045790144,0.150013814707107,0.150010634614696,0.15000357418828,0.149989178520365,0.149961535681951,0.149910988662165,0.149822493249051,0.149673673563919,0.149432569066647,0.149054335568234,0.148453027074524,0.146891783494531,0.146881798080741
3991,0.15,0.150000078657617,0.150000270426281,0.150000524446439,0.150000859254577,0.150001284047791,0.150001792103744,0.150002362247697,0.150002971417723,0.150003604468309,0.150004253312615,0.150004913039371,0.150005580113642,0.150006252119521,0.150006927627512,0.150007605569235,0.15000828483764,0.150008965411951,0.150009649536726,0.150010337988613,0.150011022708959,0.150011694515249,0.150012372440796,0.150013122341153,0.150014064014456,0.150014968552703,0.150015340553101,0.150015361672372,0.150015042953731,0.150013823850624,0.150010669246455,0.150003659327653,0.149989358703414,0.149961886545889,0.149911632748001,0.149823619940478,0.149675562793922,0.149435620031754,0.149059109027083,0.148460405645096,0.146905551502391,0.146895566112792
3992,0.15,0.150000078295712,0.150000269208656,0.1500005221693,0.15000085574485,0.15000127926838,0.15000178621851,0.150002355533426,0.150002964092798,0.15000359664431,0.150004245044728,0.150004904364743,0.150005571059827,0.150006242703353,0.150006917857627,0.150007595452783,0.150008274379225,0.150008954599231,0.15000963834288,0.150010326432046,0.150011010890539,0.150011682436957,0.150012359745315,0.150013108234469,0.150014047415465,0.150014955179985,0.150015331470239,0.150015354087103,0.150015040117624,0.150013832910974,0.150010703618257,0.150003743873735,0.149989537708794,0.149962235257443,0.149912273123811,0.149824740537763,0.149677442424319,0.149438656389487,0.149063860750405,0.148467751880738,0.146919262159685,0.146909276657782
3993,0.15,0.15000007793538,0.150000267996083,0.150000519900829,0.150000852246595,0.150001274501168,0.150001780343955,0.150002348828018,0.150002956776259,0.150003588829273,0.150004236786726,0.150004895701015,0.150005562018029,0.150006233300444,0.150006908102325,0.150007585352265,0.150008263938197,0.150008943805554,0.150009627169741,0.15001031489711,0.150010999094427,0.150011670383795,0.150012347081057,0.150013094171837,0.150014030906729,0.150014941726591,0.150015322380117,0.150015346533713,0.150015037280531,0.150013841879907,0.150010737724119,0.150003827827068,0.149989715544602,0.149962581832062,0.149912909812576,0.149825855072697,0.149679312498149,0.149441678198012,0.149068590819105,0.148475065901304,0.146932915707669,0.146922931435528
3994,0.15,0.150000077576582,0.150000266788474,0.150000517640922,0.150000848759715,0.150001269746081,0.150001774480017,0.150002342131397,0.150002949468012,0.150003581023089,0.150004228538493,0.150004887048064,0.150005552988117,0.150006223910655,0.150006898361459,0.150007575267527,0.15000825351439,0.150008933030745,0.150009616017127,0.150010303383626,0.150010987320429,0.150011658355439,0.150012334448468,0.150013080143712,0.150014014283298,0.150014928338379,0.150015313331099,0.150015339026361,0.150015034440721,0.150013850751159,0.150010771560257,0.150003911189595,0.149989892219375,0.149962926285001,0.149913542836962,0.149826963577128,0.149681173059339,0.149444685517737,0.149073299318334,0.148482347833173,0.146946512386534,0.146936531954532
3995,0.15,0.150000077219328,0.150000265585855,0.150000515389611,0.15000084528426,0.150001265003198,0.150001768626793,0.150002335443647,0.150002942168117,0.150003573225808,0.150004220300071,0.150004878405924,0.150005543970116,0.150006214533999,0.150006888635031,0.150007565198558,0.150008243107784,0.15000892227477,0.150009604884998,0.150010291891562,0.150010975568464,0.15001164635193,0.150012321846886,0.150013066154371,0.150013997628619,0.150014914957595,0.150015304290779,0.150015331549149,0.150015031594374,0.150013859527786,0.150010805133206,0.150003993969832,0.149990067743706,0.149963268630612,0.149914172218156,0.149828066083174,0.14968302415598,0.149447678419597,0.149077986353179,0.148489597833341,0.146960052431489,0.146950078731533
3996,0.15,0.150000076863629,0.150000264388231,0.150000513146897,0.150000841820235,0.150001260272538,0.150001762784315,0.150002328764783,0.150002934876563,0.150003565437404,0.150004212071429,0.150004869774562,0.150005534963988,0.150006205170437,0.150006878922996,0.150007555145313,0.150008232718321,0.150008911537571,0.150009593773285,0.150010280420843,0.150010963838542,0.15001163437275,0.150012309277431,0.150013052203375,0.150013981223933,0.15001490145369,0.15001529520451,0.15001532406518,0.150015028716111,0.150013868191943,0.150010838431595,0.150004076164115,0.149990242121689,0.149963608881235,0.149914797977258,0.149829162621259,0.149684865829555,0.149450656959403,0.149082652000626,0.148496816015285,0.146973536063464,0.146963567798242
3997,0.15,0.150000076509473,0.15000026319558,0.150000510912752,0.150000838367623,0.150001255554112,0.150001756952608,0.150002322094815,0.150002927593341,0.150003557657854,0.150004203852538,0.150004861153943,0.15000552596969,0.150006195819913,0.150006869225292,0.150007545107717,0.150008222345918,0.150008900819052,0.150009582681888,0.150010268971373,0.150010952130542,0.150011622417747,0.150012296740031,0.150013038288898,0.150013965046682,0.150014887848579,0.150015286071971,0.150015316569576,0.150015025801424,0.15001387674129,0.150010871456361,0.150004157777337,0.14999041536259,0.149963947051454,0.149915420136067,0.149830253223266,0.14968669812594,0.149453621202606,0.149087296355418,0.148504002520087,0.146986963518714,0.146976999761136
3998,0.15,0.150000076156854,0.150000262007881,0.150000508687152,0.150000834926411,0.15000125084793,0.150001751131698,0.150002315433757,0.15000292031844,0.150003549887134,0.150004195643367,0.150004852544028,0.150005516987177,0.150006186482377,0.150006859541859,0.150007535085703,0.150008211990497,0.150008890119126,0.150009571610711,0.150010257543057,0.150010940444353,0.150011610486789,0.150012284234434,0.150013024411052,0.150013949050536,0.150014874171551,0.150015276903581,0.150015309065525,0.150015022849795,0.150013885174318,0.150010904207313,0.150004238812451,0.149990587473911,0.149964283154661,0.149916038715708,0.149831337920615,0.149688521090293,0.149456571213147,0.149091919509437,0.148511157484105,0.147000335029435,0.146990374660073
3999,0.15,0.150000075805756,0.150000260825104,0.150000506470062,0.150000831496572,0.150001246153993,0.150001745321601,0.150002308781612,0.150002913051843,0.150003542125214,0.150004187443878,0.150004843944775,0.150005508016399,0.150006177157773,0.150006849872636,0.150007525079204,0.150008201651987,0.150008879437707,0.150009560559669,0.150010246135806,0.150010928779809,0.150011598580171,0.150012271758347,0.150013010579415,0.150013932793513,0.150014860625408,0.150015267816191,0.15001530162848,0.150015019900826,0.150013893507605,0.150010936688799,0.150004319269205,0.149990758457974,0.149964617199667,0.14991665373423,0.14983241674346,0.149690334767661,0.149459507055063,0.149096521554337,0.148518281041797,0.147013650818864,0.147003693411181
4000,0.15,0.150000075456175,0.150000259647233,0.150000504261462,0.150000828078097,0.150001241472313,0.150001739522346,0.150002302138395,0.150002905793539,0.150003534372072,0.150004179254044,0.150004835356147,0.150005499057315,0.150006167846051,0.150006840217567,0.150007515088153,0.15000819133031,0.150008868774709,0.150009549528668,0.150010234749527,0.150010917136822,0.150011586697629,0.1500122593121,0.150012996791874,0.150013916347308,0.150014847186355,0.150015258790357,0.150015294241686,0.150015016942711,0.150013901734134,0.150010968898668,0.15000439915075,0.149990928323198,0.149964949200837,0.149917265213467,0.14983348972343,0.149692139202925,0.149462428791605,0.149101102580837,0.148525373328086,0.147026911120339,0.147016955524499
4001,0.15,0.150000075108124,0.150000258474285,0.150000502061361,0.150000824670995,0.150001236802919,0.150001733733999,0.150002295504183,0.150002898543587,0.150003526627746,0.150004171073896,0.150004826778178,0.150005490109954,0.150006158547236,0.150006830576672,0.150007505112575,0.150008181025488,0.15000885813016,0.150009538517718,0.150010223384273,0.150010905515363,0.150011574839115,0.150012246896844,0.150012983041094,0.150013900371231,0.150014833468954,0.150015249633987,0.15001528681468,0.150015013947594,0.150013909856745,0.150011000847685,0.150004478465272,0.149991097071202,0.149965279156671,0.149917873154895,0.149834556871271,0.149693934422414,0.14946533647129,0.149105662666609,0.14853243446241,0.147040116118018,0.14703016471488
4002,0.15,0.150000074761604,0.150000257306258,0.150000499869752,0.150000821275263,0.150001232145828,0.150001727956603,0.150002288879017,0.150002891302007,0.150003518892242,0.150004162903434,0.150004818210863,0.150005481174306,0.150006149261315,0.150006820949933,0.150007495152449,0.150008170737492,0.150008847504028,0.150009527526779,0.150010212040023,0.150010893915361,0.150011563004559,0.150012234512873,0.15001296932438,0.15001388513472,0.15001481931296,0.150015240267127,0.150015279310478,0.150015010904427,0.150013917877045,0.150011032540978,0.150004557217783,0.149991264706132,0.149965607072995,0.149918477569943,0.149835618208332,0.149695720462121,0.149468230150415,0.149110201896257,0.148539464572173,0.147053266019943,0.14704332274461
4003,0.15,0.150000074416589,0.150000256143096,0.150000497686577,0.150000817890863,0.150001227501032,0.150001722190145,0.150002282262846,0.150002884068723,0.150003511165475,0.150004154742566,0.150004809654098,0.150005472250259,0.150006139988163,0.150006811337215,0.150007485207621,0.150008160466155,0.150008836896121,0.150009516555661,0.15001020071655,0.150010882336625,0.150011551193842,0.150012222158146,0.15001295565163,0.150013869848442,0.150014805169673,0.150015230914359,0.150015271837334,0.150015007847805,0.150013925793294,0.150011063968359,0.150004635404666,0.149991431239,0.149965932975529,0.149919078497061,0.149836673784767,0.149697497384288,0.149471109906424,0.149114720373204,0.148546463806419,0.147066361099012,0.147056426073469
4004,0.15,0.15000007407307,0.150000254984781,0.150000495511813,0.15000081451778,0.150001222868542,0.150001716434651,0.150002275655685,0.150002876843726,0.150003503447423,0.150004146591263,0.15000480110785,0.150005463337771,0.150006130727731,0.150006801738462,0.150007475278028,0.150008150211405,0.150008826306359,0.150009505604278,0.150010189413769,0.150010870779045,0.150011539406882,0.150012209832228,0.150012942024079,0.150013854451574,0.150014791069608,0.150015221590721,0.150015264403568,0.150015004780919,0.150013933606056,0.150011095130177,0.150004713028238,0.149991596676092,0.149966256876303,0.149919675956109,0.149837723630913,0.149699265233097,0.149473975802208,0.149119218187925,0.148553432299301,0.147079401583499,0.147069474809732
4005,0.15,0.150000073731042,0.150000253831294,0.150000493345435,0.150000811156001,0.150001218248367,0.150001710690146,0.150002269057546,0.150002869627007,0.150003495738063,0.150004138449495,0.150004792572083,0.150005454436799,0.150006121479971,0.150006792153618,0.150007465363606,0.150008139973172,0.150008815734658,0.150009494672541,0.150010178131593,0.150010859242512,0.150011527643593,0.150012197534682,0.150012928442958,0.15001383888329,0.150014777043277,0.150015212311254,0.150015257017503,0.150015001706958,0.150013941315893,0.150011126026781,0.150004790090819,0.149991761023696,0.14996657878735,0.149920269966943,0.149838767777104,0.14970102405273,0.149476827900663,0.149123695430894,0.148560370184974,0.147092387701675,0.147082469061673
4006,0.15,0.150000073390496,0.150000252682615,0.150000491187422,0.150000807805511,0.150001213640517,0.150001704956656,0.150002262468443,0.150002862418556,0.150003488037374,0.150004130317234,0.150004784046763,0.150005445547304,0.150006112244834,0.150006782582628,0.150007455464293,0.150008129751382,0.150008805180939,0.150009483760364,0.150010166869937,0.150010847726916,0.150011515903891,0.150012185265074,0.150012914909502,0.150013823082766,0.150014763121195,0.150015203090998,0.150015249687457,0.150014998629112,0.150013948923369,0.150011156658523,0.150004866594729,0.1499919242881,0.149966898720701,0.149920860549421,0.149839806253676,0.149702773887367,0.149479666264684,0.149128152192584,0.148567277597592,0.147105319681813,0.14709540893757
4007,0.15,0.150000073051425,0.150000251538727,0.150000489037748,0.150000804466296,0.150001209045002,0.150001699234208,0.150002255888389,0.150002855218364,0.150003480345332,0.15000412219445,0.150004775531854,0.150005436669242,0.15000610302227,0.150006773025436,0.150007445580025,0.150008119545964,0.150008794645119,0.150009472867659,0.150010155628716,0.150010836232148,0.150011504187692,0.150012173022968,0.150012901424942,0.150013806989177,0.150014749333876,0.150015193944992,0.150015242421753,0.150014995550569,0.150013956429047,0.150011187025751,0.150004942542287,0.149992086475592,0.149967216688386,0.1499214477234,0.149840839090963,0.149704514781191,0.149482490957163,0.149132588563469,0.148574154671311,0.147118197752185,0.147108294545697
4008,0.15,0.150000072713823,0.15000025039961,0.15000048689639,0.150000801138342,0.150001204461832,0.150001693522827,0.150002249317397,0.150002848026422,0.150003472661915,0.150004114081114,0.150004767027321,0.150005427802574,0.150006093812232,0.150006763481986,0.150007435710739,0.150008109356846,0.150008784127116,0.150009461994338,0.150010144407842,0.150010824758099,0.150011492494913,0.15001216080793,0.150012887990513,0.150013790541699,0.150014735711833,0.150015184888277,0.150015235228711,0.15001499247452,0.15001396383349,0.150011217128816,0.150005017935811,0.149992247592459,0.149967532702438,0.149922031508738,0.149841866319302,0.149706246778381,0.149485302040996,0.149137004634025,0.148581001540283,0.147131022141063,0.14712112599433
