Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22
42,0.05,0.0653246191991802,0.0537216609105907,0.0312690726404846,0.00930994007148022,0.00224803810244864,0.000508748976174239,0.000112049701354246,2.44722458519459e-05,5.53577771428235e-06,1.51027341960246e-06,6.67377090277202e-07,4.93295830671366e-07,4.57794469344537e-07,4.50638166729851e-07,4.49210859214918e-07,4.48929354887962e-07,4.48874599288923e-07,4.48856302535225e-07,4.48856328885782e-07,4.48858210368662e-07,4.48858210368669e-07
43,0.05,0.0649146869238992,0.0543002992551319,0.0326029694641206,0.0100314385796381,0.00243800003076545,0.000554087919313303,0.000122482054410371,2.68244108882793e-05,6.05727815713198e-06,1.62409543716657e-06,6.91852881468334e-07,4.98485663152588e-07,4.58880530128029e-07,4.50862666162914e-07,4.49256728539576e-07,4.48938575127795e-07,4.48877474029358e-07,4.48856313606243e-07,4.4885599242246e-07,4.48858122325919e-07,4.48858122325926e-07
44,0.05,0.0644585135876493,0.054835390696817,0.0338913091617756,0.0108058561016677,0.00264331175091805,0.000603247183795064,0.000133816231019333,2.93857642624144e-05,6.62672788186836e-06,1.7487759246523e-06,7.18756152104042e-07,5.04211006396783e-07,4.60083167393355e-07,4.51112217052259e-07,4.49307934207537e-07,4.48948806652843e-07,4.48880737765782e-07,4.48856378697156e-07,4.48855611964242e-07,4.48858016476698e-07,4.48858016476704e-07
45,0.05,0.0639559227431102,0.0553325692593271,0.0351360318022875,0.0116328094517417,0.00286454984066283,0.000656452755975946,0.000146114918664358,3.21721551425983e-05,7.24797767680436e-06,1.88522869237152e-06,7.48299961284867e-07,5.10520784414489e-07,4.6141345928452e-07,4.51389287539668e-07,4.49365026099675e-07,4.48960212825468e-07,4.48884341637976e-07,4.48856529043832e-07,4.48855192719014e-07,4.48857893775162e-07,4.48857893775169e-07
46,0.05,0.0633990600000595,0.055798557184629,0.0363437441262735,0.0125125519343329,0.00310238044784235,0.000713948493166791,0.000159444751490179,3.52003791120268e-05,7.92511281203154e-06,2.03442571968758e-06,7.80711633456756e-07,5.17467367008269e-07,4.62883300452078e-07,4.51696550207788e-07,4.49428562111544e-07,4.48973000227195e-07,4.48888297562941e-07,4.48856756291982e-07,4.48854721965668e-07,4.48857749590372e-07,4.48857749590379e-07
47,0.05,0.0627742557713113,0.0562402179554531,0.0375239388255183,0.0134467964981717,0.00335773052704262,0.000776025667549295,0.000173881251680678,3.84890298646788e-05,8.662608654813e-06,2.1974274784187e-06,8.1623899660511e-07,5.25107901318606e-07,4.64505696057384e-07,4.52036925156344e-07,4.49499203539998e-07,4.48987264882538e-07,4.48892638013451e-07,4.48857095862554e-07,4.48854208641955e-07,4.48857581858479e-07,4.48857581858486e-07
48,0.05,0.0620708477814579,0.0566621565505066,0.0386835494322169,0.0144372130487647,0.00363163101899933,0.00084301105120184,0.000189508850317377,4.20587840947031e-05,9.46541987685635e-06,2.37540451137992e-06,8.55155154974016e-07,5.33505328161415e-07,4.66294973752009e-07,4.52413632090973e-07,4.49577666637654e-07,4.49003164569936e-07,4.48897439992149e-07,4.48857531666938e-07,4.48853638440767e-07,4.4885738636246e-07,4.48857386362466e-07
49,0.05,0.0612914483797101,0.0570654910466974,0.0398234051323623,0.0154833734887311,0.00392489665320898,0.000915219225861332,0.000206414339009067,4.59315741922744e-05,1.03388904053784e-05,2.56963106351047e-06,8.97759010099194e-07,5.4272876647197e-07,4.68266904398835e-07,4.52830223973767e-07,4.49664738403246e-07,4.49020882637244e-07,4.48902639576749e-07,4.48858138146251e-07,4.48853041951769e-07,4.48857161457512e-07,4.48857161457519e-07
50,0.05,0.0604543466698742,0.0574513867658309,0.0409412080929201,0.0165824241564721,0.0042380419967484,0.000992929350242651,0.000224682034100823,5.01296778867104e-05,1.12885926626021e-05,2.78145830279564e-06,9.44371110973114e-07,5.52852942321442e-07,4.7043864356268e-07,4.53290587162925e-07,4.49761262927414e-07,4.49040810382917e-07,4.48906610467773e-07,4.48859781890975e-07,4.48852966508335e-07,4.48856976002663e-07,4.4885697600267e-07
51,0.05,0.0595808863379425,0.0578200719394047,0.0420361391871538,0.0177314860578234,0.00457169670994143,0.00107643947893664,0.000244400092843111,5.46763160498884e-05,1.23203521977674e-05,3.01230577870411e-06,9.95330030799323e-07,5.63957190918572e-07,4.72828492384992e-07,4.53798890490114e-07,4.49868129137832e-07,4.49063452171576e-07,4.48907535182199e-07,4.48863225248847e-07,4.48854095562159e-07,4.48856962179526e-07,4.48856962179533e-07
